Posted On,BHK,Rent,Size,Floor,Area Type,Area Locality,City,Furnishing Status,Tenant Preferred,Bathroom,Point of Contact,Index
5/27/2022,2,17000,1020,2 out of 5,Super Area,Bommanahalli,Bangalore,Semi-Furnished,Bachelors/Family,2,Contact Owner,2359
5/19/2022,2,22000,1250,1 out of 1,Super Area,Kammanahalli,Bangalore,Unfurnished,Bachelors,2,Contact Owner,2360
5/5/2022,3,24000,1400,2 out of 4,Super Area,"Jalahalli, Jalahalli, Outer Ring Road",Bangalore,Semi-Furnished,Bachelors/Family,3,Contact Owner,2361
5/5/2022,1,12000,600,1 out of 3,Super Area,Koramangala,Bangalore,Unfurnished,Bachelors/Family,1,Contact Owner,2362
6/20/2022,1,4500,200,4 out of 5,Super Area,T Dasarahalli,Bangalore,Unfurnished,Bachelors/Family,1,Contact Owner,2363
5/23/2022,1,5000,300,Ground out of 3,Super Area,Basaveshvara Nagar,Bangalore,Unfurnished,Bachelors/Family,1,Contact Owner,2364
5/23/2022,1,6000,400,1 out of 3,Super Area,"Vyalikaval, Malleshwaram",Bangalore,Furnished,Bachelors/Family,1,Contact Owner,2365
5/14/2022,1,11000,450,3 out of 4,Super Area,Rajamahal Guttahalli,Bangalore,Semi-Furnished,Bachelors/Family,1,Contact Owner,2366
5/22/2022,2,20000,1180,1 out of 4,Super Area,C V Raman Nagar,Bangalore,Semi-Furnished,Bachelors/Family,2,Contact Owner,2367
7/6/2022,3,35000,1460,6 out of 12,Carpet Area,Jakkur,Bangalore,Unfurnished,Bachelors,3,Contact Agent,2368
5/23/2022,3,24000,1464,2 out of 5,Carpet Area,"Singasandra, Hosur Road",Bangalore,Semi-Furnished,Bachelors/Family,3,Contact Owner,2369
6/24/2022,2,10000,700,Lower Basement out of 3,Carpet Area,"Jp Nagar Phase 5, J P Nagar, Outer Ring Road",Bangalore,Semi-Furnished,Bachelors,2,Contact Owner,2370
6/2/2022,2,16000,680,1 out of 10,Carpet Area,Devanahalli,Bangalore,Semi-Furnished,Bachelors/Family,2,Contact Owner,2371
6/12/2022,3,100000,2750,5 out of 9,Carpet Area,Prestige Acropolis,Bangalore,Semi-Furnished,Bachelors,4,Contact Agent,2372
5/23/2022,2,14000,800,Ground out of 2,Super Area,Vijayanagar,Bangalore,Semi-Furnished,Bachelors/Family,1,Contact Owner,2373
6/7/2022,2,7500,600,3 out of 4,Carpet Area,Karihobanahalli,Bangalore,Unfurnished,Bachelors,1,Contact Owner,2374
5/15/2022,3,16000,1200,1 out of 4,Carpet Area,"Gubbalala, Subramanyapura",Bangalore,Unfurnished,Bachelors,3,Contact Owner,2375
5/12/2022,4,65000,3200,18 out of 19,Carpet Area,Kothanur,Bangalore,Semi-Furnished,Bachelors/Family,3,Contact Agent,2376
5/10/2022,2,18000,1800,1 out of 3,Super Area,Hebbal Kempapura,Bangalore,Semi-Furnished,Bachelors/Family,2,Contact Owner,2377
5/23/2022,1,8000,500,2 out of 2,Super Area,Frazer Town,Bangalore,Furnished,Bachelors/Family,1,Contact Owner,2378
5/23/2022,2,11000,1200,Ground out of 2,Super Area,"Kadugondanahalli, Kadugondanahalli",Bangalore,Unfurnished,Bachelors/Family,2,Contact Owner,2379
6/8/2022,1,8000,750,1 out of 3,Super Area,"Prakruthi Township, Hennur",Bangalore,Unfurnished,Bachelors/Family,1,Contact Owner,2380
6/29/2022,1,13000,700,1 out of 5,Super Area,GH Society,Bangalore,Semi-Furnished,Bachelors/Family,2,Contact Owner,2381
6/20/2022,2,30000,1000,12 out of 23,Carpet Area,Yeshwantpur,Bangalore,Unfurnished,Bachelors,2,Contact Agent,2382
6/24/2022,2,14000,800,1 out of 3,Super Area,"Keshav Puram, Tri Nagar",Delhi,Semi-Furnished,Bachelors/Family,2,Contact Owner,2383
6/30/2022,1,20000,200,Ground out of 2,Super Area,Hauz Khas,Delhi,Furnished,Bachelors,1,Contact Owner,2384
6/26/2022,3,80000,1800,1 out of 3,Carpet Area,South Extension 1,Delhi,Semi-Furnished,Bachelors/Family,3,Contact Owner,2385
6/8/2022,1,9500,400,2 out of 4,Carpet Area,Neb Sarai,Delhi,Unfurnished,Bachelors/Family,1,Contact Agent,2386
6/8/2022,3,14000,600,2 out of 4,Carpet Area,kst chattarpur Apartments,Delhi,Unfurnished,Bachelors,3,Contact Agent,2387
5/28/2022,3,65000,1550,1 out of 3,Carpet Area,"Shivalik, Malviya Nagar",Delhi,Semi-Furnished,Bachelors,3,Contact Agent,2388
7/1/2022,2,18500,650,2 out of 4,Carpet Area,Freedom Fighters Enclave,Delhi,Unfurnished,Bachelors,2,Contact Owner,2389
7/3/2022,2,40000,850,2 out of 4,Carpet Area,"Amar Colony, Lajpat Nagar",Delhi,Unfurnished,Bachelors/Family,2,Contact Agent,2390
6/12/2022,4,90000,2000,Ground out of 4,Carpet Area,Vasant Kunj,Delhi,Unfurnished,Bachelors,4,Contact Agent,2391
5/14/2022,1,3500,180,Ground out of 2,Super Area,"Ganesh Nagar, Tilak Nagar",Delhi,Unfurnished,Bachelors/Family,1,Contact Owner,2392
7/9/2022,3,25000,140,Ground out of 3,Carpet Area,Janakpuri,Delhi,Semi-Furnished,Bachelors,2,Contact Agent,2393
7/4/2022,1,9000,450,1 out of 4,Carpet Area,Sudarshan Park,Delhi,Semi-Furnished,Bachelors/Family,1,Contact Owner,2394
6/20/2022,3,90000,2500,1 out of 3,Carpet Area,New Friends Colony,Delhi,Semi-Furnished,Bachelors/Family,3,Contact Agent,2395
6/6/2022,1,22000,720,3 out of 3,Carpet Area,Shakti Nagar,Delhi,Unfurnished,Bachelors/Family,1,Contact Owner,2396
6/4/2022,2,12000,400,2 out of 4,Carpet Area,kst chattarpur Apartments,Delhi,Unfurnished,Bachelors,1,Contact Agent,2397
6/5/2022,2,11000,450,1 out of 4,Carpet Area,Uttam Nagar,Delhi,Unfurnished,Bachelors,1,Contact Owner,2398
4/30/2022,1,20000,250,1 out of 1,Carpet Area,"Nizamuddin East, Nizamuddin",Delhi,Semi-Furnished,Bachelors/Family,1,Contact Owner,2399
6/18/2022,4,260000,3000,4 out of 4,Super Area,"Safdarjung Development Area, Hauz Khas",Delhi,Semi-Furnished,Bachelors/Family,5,Contact Agent,2400
5/12/2022,2,11000,550,3 out of 5,Carpet Area,New Ashok Nagar,Delhi,Unfurnished,Bachelors,2,Contact Agent,2401
5/4/2022,2,10000,450,3 out of 4,Carpet Area,Pandav Nagar,Delhi,Unfurnished,Bachelors/Family,1,Contact Owner,2402
6/25/2022,3,60000,2500,2 out of 3,Carpet Area,Saket,Delhi,Unfurnished,Bachelors,3,Contact Agent,2403
6/20/2022,4,350000,800,1 out of 4,Super Area,Green Park,Delhi,Unfurnished,Bachelors/Family,4,Contact Agent,2404
6/27/2022,2,16000,100,3 out of 3,Super Area,Rohini Sector 24,Delhi,Unfurnished,Bachelors,2,Contact Owner,2405
5/14/2022,1,16000,400,2 out of 3,Carpet Area,Subhash Nagar,Delhi,Furnished,Bachelors,1,Contact Owner,2406
6/12/2022,2,12000,750,1 out of 3,Carpet Area,Dwarka Mor,Delhi,Semi-Furnished,Bachelors,2,Contact Owner,2407
7/7/2022,1,8000,400,1 out of 4,Carpet Area,Laxmi Nagar,Delhi,Semi-Furnished,Bachelors/Family,1,Contact Agent,2408
6/30/2022,3,14000,1100,Ground out of 3,Carpet Area,Dwarka Mor,Delhi,Semi-Furnished,Bachelors/Family,2,Contact Agent,2409
6/8/2022,1,14900,450,Ground out of 5,Carpet Area,Rohini Sector 18,Delhi,Furnished,Bachelors/Family,1,Contact Owner,2410
4/27/2022,2,15000,850,3 out of 3,Carpet Area,Rohini Sector 23,Delhi,Unfurnished,Bachelors/Family,2,Contact Owner,2411
7/9/2022,3,10000,600,3 out of 4,Carpet Area,Laxmi Nagar,Delhi,Semi-Furnished,Bachelors/Family,1,Contact Agent,2412
5/13/2022,2,40000,750,1 out of 4,Carpet Area,New Rajendra Nagar,Delhi,Unfurnished,Bachelors/Family,2,Contact Agent,2413
5/29/2022,1,9000,500,1 out of 4,Carpet Area,Neb Sarai,Delhi,Semi-Furnished,Bachelors,1,Contact Agent,2414
6/17/2022,1,7000,350,2 out of 4,Carpet Area,Laxmi Nagar,Delhi,Semi-Furnished,Bachelors/Family,1,Contact Agent,2415
6/4/2022,2,13500,623,2 out of 3,Carpet Area,"Ganesh Nagar, Tilak Nagar",Delhi,Furnished,Bachelors/Family,1,Contact Owner,2416
6/16/2022,3,95000,2400,3 out of 4,Carpet Area,Greater Kailash 2,Delhi,Semi-Furnished,Bachelors,3,Contact Agent,2417
5/18/2022,1,20000,75,2 out of 4,Carpet Area,Malviya Nagar,Delhi,Unfurnished,Bachelors/Family,1,Contact Agent,2418
4/27/2022,2,7500,450,1 out of 5,Carpet Area,Laxmi Nagar,Delhi,Semi-Furnished,Bachelors/Family,1,Contact Owner,2419
6/30/2022,2,9000,445,4 out of 4,Carpet Area,"Palam Colony, Palam",Delhi,Unfurnished,Bachelors/Family,2,Contact Owner,2420
7/4/2022,3,80000,300,1 out of 3,Carpet Area,Greater Kailash 2,Delhi,Furnished,Bachelors,3,Contact Agent,2421
5/31/2022,3,50000,1670,3 out of 4,Super Area,Model Town,Delhi,Semi-Furnished,Bachelors/Family,3,Contact Owner,2422
6/24/2022,1,13000,550,1 out of 4,Carpet Area,Saket,Delhi,Semi-Furnished,Bachelors,1,Contact Agent,2423
5/18/2022,1,12000,350,4 out of 4,Carpet Area,Chhattarpur,Delhi,Semi-Furnished,Bachelors,1,Contact Agent,2424
5/18/2022,2,16000,650,2 out of 4,Carpet Area,Chhattarpur,Delhi,Semi-Furnished,Bachelors/Family,2,Contact Agent,2425
5/31/2022,2,13000,70,1 out of 3,Super Area,Vikaspuri,Delhi,Semi-Furnished,Bachelors/Family,1,Contact Owner,2426
5/4/2022,2,29000,100,1 out of 3,Carpet Area,South,Delhi,Semi-Furnished,Bachelors/Family,2,Contact Owner,2427
6/8/2022,3,18000,800,2 out of 3,Super Area,Hari Nagar Ashram,Delhi,Unfurnished,Bachelors/Family,1,Contact Owner,2428
5/10/2022,2,8500,60,2 out of 2,Super Area,Najafgarh,Delhi,Unfurnished,Bachelors/Family,1,Contact Owner,2429
5/23/2022,3,27000,2000,1 out of 3,Carpet Area,"Kohinoor Apartment, Kalkaji Extention",Delhi,Semi-Furnished,Bachelors/Family,2,Contact Owner,2430
5/9/2022,2,18000,600,1 out of 4,Carpet Area,"Arjun Nagar, Safdarjung Enclave",Delhi,Unfurnished,Bachelors/Family,2,Contact Owner,2431
6/7/2022,1,11500,450,3 out of 4,Carpet Area,"Bhogal, Jangpura",Delhi,Semi-Furnished,Bachelors,1,Contact Owner,2432
7/7/2022,2,80000,2200,1 out of 4,Carpet Area,Defence Colony,Delhi,Unfurnished,Bachelors,3,Contact Agent,2433
6/20/2022,2,15500,600,1 out of 4,Carpet Area,dwarka sector 8 Raj Nagar extension part 2,Delhi,Unfurnished,Bachelors,2,Contact Owner,2434
7/7/2022,4,55000,2000,2 out of 4,Carpet Area,Dwarka sec 19,Delhi,Semi-Furnished,Bachelors/Family,3,Contact Agent,2435
5/1/2022,2,20000,800,3 out of 4,Super Area,Malviya Nagar,Delhi,Semi-Furnished,Bachelors/Family,2,Contact Owner,2436
6/8/2022,3,35000,170,4 out of 4,Carpet Area,"Chitra Vihar, Swasthya Vihar",Delhi,Unfurnished,Bachelors/Family,2,Contact Agent,2437
5/18/2022,2,38000,150,Ground out of 4,Carpet Area,Malviya Nagar,Delhi,Unfurnished,Bachelors/Family,2,Contact Agent,2438
5/4/2022,2,16000,650,3 out of 4,Carpet Area,Freedom Fighters Enclave,Delhi,Unfurnished,Bachelors/Family,2,Contact Owner,2439
6/21/2022,3,50000,1250,2 out of 4,Carpet Area,Chittaranjan Park Block B,Delhi,Semi-Furnished,Bachelors/Family,3,Contact Agent,2440
6/17/2022,1,9500,600,2 out of 4,Super Area,Chhattarpur,Delhi,Semi-Furnished,Bachelors/Family,2,Contact Owner,2441
7/7/2022,4,90000,2100,3 out of 3,Carpet Area,"Kailash hills, East Of Kailash",Delhi,Semi-Furnished,Bachelors/Family,4,Contact Agent,2442
6/8/2022,1,10000,450,3 out of 4,Super Area,Rohini Sector 18,Delhi,Unfurnished,Bachelors,1,Contact Owner,2443
6/12/2022,2,25000,100,2 out of 4,Carpet Area,Lajpat Nagar 1,Delhi,Unfurnished,Bachelors,2,Contact Owner,2444
5/14/2022,1,30000,650,3 out of 4,Super Area,Lajpat Nagar,Delhi,Furnished,Bachelors/Family,1,Contact Owner,2445
5/18/2022,2,12000,48,1 out of 3,Super Area,Rohini Sector 16,Delhi,Unfurnished,Bachelors/Family,2,Contact Owner,2446
7/7/2022,2,16500,550,4 out of 4,Carpet Area,"Guru Angad Nagar West, Laxmi Nagar",Delhi,Semi-Furnished,Bachelors/Family,2,Contact Owner,2447
6/4/2022,1,4500,240,1 out of 2,Super Area,Dilshad Colony,Delhi,Unfurnished,Bachelors/Family,1,Contact Owner,2448
6/22/2022,2,30000,700,3 out of 3,Carpet Area,Vasant Kunj Sector B,Delhi,Semi-Furnished,Bachelors,2,Contact Owner,2449
7/3/2022,1,12000,48,1 out of 2,Super Area,Rohini Sector 11,Delhi,Semi-Furnished,Bachelors/Family,1,Contact Owner,2450
5/27/2022,2,23000,100,Ground out of 3,Super Area,Mansarover Garden,Delhi,Unfurnished,Bachelors/Family,2,Contact Owner,2451
5/18/2022,3,70000,1901,9 out of 11,Super Area,"Unity the Amaryllis, Karol Bagh",Delhi,Semi-Furnished,Bachelors/Family,3,Contact Owner,2452
6/27/2022,1,5500,50,1 out of 4,Carpet Area,Lado Sarai,Delhi,Unfurnished,Bachelors/Family,1,Contact Owner,2453
7/5/2022,3,35000,1300,3 out of 4,Carpet Area,Dakshini Pitampura,Delhi,Semi-Furnished,Bachelors,3,Contact Agent,2454
5/27/2022,2,9000,145,1 out of 3,Super Area,Palam,Delhi,Unfurnished,Bachelors/Family,2,Contact Owner,2455
5/24/2022,2,22000,800,2 out of 3,Carpet Area,"Arjun Nagar, Safdarjung Enclave",Delhi,Unfurnished,Bachelors/Family,3,Contact Agent,2456
6/9/2022,3,35000,1100,1 out of 3,Super Area,Kalkaji Extension,Delhi,Semi-Furnished,Bachelors/Family,4,Contact Owner,2457
5/2/2022,1,12000,450,2 out of 2,Super Area,Dwarka Sector 7,Delhi,Semi-Furnished,Bachelors/Family,1,Contact Owner,2458
6/28/2022,2,6000,300,3 out of 4,Carpet Area,Jhangir Puri,Delhi,Unfurnished,Bachelors/Family,1,Contact Owner,2459
5/19/2022,2,22000,1040,1 out of 2,Carpet Area,"Janak Park, Hari Nagar",Delhi,Semi-Furnished,Bachelors,3,Contact Owner,2460
5/18/2022,1,5000,25,2 out of 5,Carpet Area,Ganga Vihar,Delhi,Unfurnished,Bachelors/Family,1,Contact Owner,2461
6/4/2022,2,20500,900,Ground out of 9,Super Area,"IGNOU Road, Saket",Delhi,Semi-Furnished,Bachelors/Family,2,Contact Owner,2462
5/28/2022,2,7500,1100,3 out of 4,Super Area,Bijwasan,Delhi,Unfurnished,Bachelors/Family,1,Contact Owner,2463
7/1/2022,2,5500,380,1 out of 1,Super Area,Prem Nagar,Delhi,Unfurnished,Bachelors/Family,2,Contact Owner,2464
6/2/2022,3,25000,450,2 out of 2,Carpet Area,Gandhi Nagar,Delhi,Semi-Furnished,Bachelors,2,Contact Owner,2465
7/2/2022,1,13000,550,3 out of 4,Carpet Area,Lajpat Nagar 4,Delhi,Semi-Furnished,Bachelors,1,Contact Agent,2466
6/4/2022,1,5000,180,Ground out of 3,Super Area,Mukherjee Nagar,Delhi,Semi-Furnished,Bachelors/Family,1,Contact Owner,2467
5/6/2022,3,40000,1650,1 out of 3,Carpet Area,Dakshini Pitampura,Delhi,Semi-Furnished,Bachelors/Family,2,Contact Owner,2468
5/31/2022,1,12500,250,1 out of 5,Super Area,"Inder Puri Block A, Inder Puri",Delhi,Furnished,Bachelors/Family,1,Contact Owner,2469
5/29/2022,1,6000,400,Ground out of 5,Carpet Area,"Raghubir Nagar, Tagore Garden Extension",Delhi,Unfurnished,Bachelors/Family,1,Contact Owner,2470
7/4/2022,2,15500,900,Ground out of 3,Carpet Area,Vivek Vihar Phase 2,Delhi,Semi-Furnished,Bachelors/Family,2,Contact Agent,2471
5/27/2022,3,75000,1900,2 out of 3,Super Area,Malviya Nagar,Delhi,Furnished,Bachelors/Family,3,Contact Owner,2472
6/12/2022,3,36000,892,2 out of 4,Carpet Area,Gautam Nagar,Delhi,Unfurnished,Bachelors/Family,2,Contact Owner,2473
5/18/2022,1,13000,400,Ground out of 4,Carpet Area,Chhattarpur Enclave,Delhi,Semi-Furnished,Bachelors,1,Contact Agent,2474
6/29/2022,3,45000,100,1 out of 2,Carpet Area,"Mandakini Enclave, Alaknanda",Delhi,Unfurnished,Bachelors,2,Contact Owner,2475
6/22/2022,2,2000,60,1 out of 1,Super Area,Ram Nagar,Delhi,Unfurnished,Bachelors/Family,1,Contact Owner,2476
7/4/2022,2,28000,80,1 out of 5,Super Area,Janakpuri,Delhi,Semi-Furnished,Bachelors/Family,2,Contact Owner,2477
5/12/2022,2,9000,450,2 out of 4,Carpet Area,Laxmi Nagar,Delhi,Semi-Furnished,Bachelors/Family,1,Contact Agent,2478
4/29/2022,1,12000,520,3 out of 4,Carpet Area,Geeta Colony,Delhi,Semi-Furnished,Bachelors/Family,1,Contact Owner,2479
4/29/2022,1,13000,350,1 out of 5,Super Area,Rohini Sector 3,Delhi,Furnished,Bachelors/Family,1,Contact Owner,2480
4/29/2022,2,11000,600,2 out of 3,Carpet Area,Aya Nagar,Delhi,Semi-Furnished,Bachelors,2,Contact Owner,2481
7/7/2022,3,35000,950,1 out of 4,Carpet Area,Karol Bagh,Delhi,Furnished,Bachelors,2,Contact Agent,2482
5/13/2022,2,10000,450,1 out of 4,Carpet Area,Laxmi Nagar,Delhi,Semi-Furnished,Bachelors/Family,1,Contact Agent,2483
7/7/2022,1,20000,450,1 out of 4,Carpet Area,Karol Bagh,Delhi,Semi-Furnished,Bachelors,1,Contact Agent,2484
7/7/2022,2,25000,850,2 out of 4,Carpet Area,Karol Bagh,Delhi,Semi-Furnished,Bachelors,2,Contact Agent,2485
6/12/2022,1,8000,200,3 out of 4,Carpet Area,kst chattarpur Apartments,Delhi,Unfurnished,Bachelors,1,Contact Agent,2486
7/8/2022,4,150000,3000,1 out of 4,Carpet Area,"Safdarjung Development Area, Hauz Khas",Delhi,Semi-Furnished,Bachelors/Family,4,Contact Agent,2487
6/16/2022,3,36000,1500,2 out of 3,Carpet Area,"Mahendru Enclave, Model Town",Delhi,Semi-Furnished,Bachelors/Family,3,Contact Owner,2488
7/4/2022,2,12000,700,Ground out of 4,Super Area,Sultanpur,Delhi,Unfurnished,Bachelors/Family,2,Contact Owner,2489
5/10/2022,1,8500,530,Ground out of 3,Super Area,"Palam Colony, Palam",Delhi,Unfurnished,Bachelors/Family,1,Contact Owner,2490
5/27/2022,3,17000,800,2 out of 4,Carpet Area,kst chattarpur Apartments,Delhi,Unfurnished,Bachelors,2,Contact Agent,2491
5/5/2022,1,7500,45,1 out of 5,Super Area,Laxmi Nagar,Delhi,Semi-Furnished,Bachelors/Family,1,Contact Owner,2492
5/5/2022,1,16000,900,3 out of 4,Super Area,Kalkaji,Delhi,Furnished,Bachelors/Family,1,Contact Owner,2493
5/10/2022,1,9000,450,1 out of 4,Super Area,Mehrauli,Delhi,Unfurnished,Bachelors/Family,1,Contact Owner,2494
5/10/2022,2,8000,650,1 out of 4,Super Area,Rangpuri,Delhi,Unfurnished,Bachelors/Family,1,Contact Owner,2495
5/10/2022,2,45000,900,2 out of 4,Super Area,Lajpat Nagar 1,Delhi,Furnished,Bachelors/Family,2,Contact Owner,2496
5/4/2022,2,27000,900,4 out of 4,Carpet Area,RWA triveni residents,Delhi,Furnished,Bachelors/Family,2,Contact Owner,2497
5/5/2022,2,14000,120,1 out of 4,Super Area,Dwarka Mor,Delhi,Semi-Furnished,Bachelors/Family,2,Contact Owner,2498
6/12/2022,2,14000,600,2 out of 4,Carpet Area,kst chattarpur Apartments,Delhi,Unfurnished,Bachelors,2,Contact Agent,2499
5/21/2022,2,14000,615,2 out of 4,Carpet Area,Laxmi Nagar,Delhi,Unfurnished,Bachelors/Family,2,Contact Owner,2500
6/14/2022,1,7500,225,Ground out of 2,Carpet Area,Kapi Bagan Basti,Delhi,Semi-Furnished,Bachelors/Family,1,Contact Owner,2501
6/10/2022,1,10000,800,1 out of 4,Carpet Area,"Paryavaran Complex, Sainik Farm",Delhi,Unfurnished,Bachelors,1,Contact Owner,2502
4/29/2022,1,7000,400,4 out of 4,Carpet Area,Aya Nagar,Delhi,Semi-Furnished,Bachelors,1,Contact Owner,2503
4/29/2022,1,25000,800,4 out of 5,Super Area,Mukherjee Nagar,Delhi,Furnished,Bachelors/Family,2,Contact Owner,2504
4/29/2022,2,9000,60,1 out of 3,Super Area,Mehrauli,Delhi,Semi-Furnished,Bachelors/Family,1,Contact Owner,2505
4/29/2022,3,22000,1000,1 out of 24,Super Area,"Khanpur Extension, Sangam Vihar",Delhi,Unfurnished,Bachelors/Family,2,Contact Owner,2506
5/5/2022,3,10000,75,4 out of 5,Super Area,Sagar Pur,Delhi,Unfurnished,Bachelors/Family,1,Contact Owner,2507
5/5/2022,3,11000,800,1 out of 4,Super Area,Hastsal,Delhi,Unfurnished,Bachelors/Family,2,Contact Owner,2508
6/17/2022,1,12500,200,3 out of 3,Super Area,Kamla Nagar,Delhi,Furnished,Bachelors/Family,1,Contact Owner,2509
5/14/2022,3,15000,800,2 out of 4,Carpet Area,kst chattarpur Apartments,Delhi,Unfurnished,Bachelors,2,Contact Agent,2510
5/10/2022,2,35000,80,1 out of 3,Super Area,Kamla Nagar,Delhi,Unfurnished,Bachelors/Family,2,Contact Owner,2511
5/10/2022,2,35000,900,2 out of 4,Super Area,Lajpat Nagar,Delhi,Unfurnished,Family,2,Contact Owner,2512
5/10/2022,2,52000,1125,2 out of 5,Super Area,Saket,Delhi,Furnished,Bachelors/Family,2,Contact Owner,2513
4/29/2022,3,15000,900,3 out of 4,Super Area,Dwarka Mor,Delhi,Unfurnished,Bachelors/Family,2,Contact Owner,2514
6/4/2022,2,32000,1100,3 out of 3,Carpet Area,Rajouri Garden,Delhi,Unfurnished,Bachelors,2,Contact Agent,2515
6/4/2022,1,11500,400,2 out of 4,Carpet Area,Lajpat Nagar 4,Delhi,Unfurnished,Bachelors/Family,1,Contact Agent,2516
7/4/2022,3,45000,713,1 out of 1,Carpet Area,"Prem Nagar, Patel Nagar",Delhi,Furnished,Bachelors/Family,3,Contact Owner,2517
7/7/2022,2,16000,700,4 out of 4,Carpet Area,Shadipur,Delhi,Unfurnished,Bachelors,1,Contact Agent,2518
5/21/2022,2,20000,1000,2 out of 3,Carpet Area,Krishna Nagar Block D,Delhi,Semi-Furnished,Bachelors/Family,2,Contact Owner,2519
5/27/2022,1,7000,54,3 out of 5,Super Area,Nawada,Delhi,Semi-Furnished,Bachelors/Family,1,Contact Owner,2520
7/4/2022,3,85000,200,3 out of 3,Carpet Area,"Shivalik, Malviya Nagar",Delhi,Unfurnished,Bachelors,3,Contact Agent,2521
5/28/2022,1,15000,200,4 out of 4,Super Area,"DDA Flats Sarita Vihar, Sarita Vihar, Mathura Road",Delhi,Furnished,Bachelors/Family,1,Contact Owner,2522
7/3/2022,2,22000,800,3 out of 3,Super Area,Chhattarpur,Delhi,Furnished,Bachelors/Family,2,Contact Owner,2523
5/18/2022,2,32000,1000,1 out of 3,Super Area,Lajpat Nagar 1,Delhi,Unfurnished,Bachelors/Family,2,Contact Owner,2524
7/1/2022,2,20000,500,4 out of 4,Carpet Area,"Vasant Kunj 2, Vasant Kunj",Delhi,Semi-Furnished,Bachelors,2,Contact Owner,2525
6/4/2022,1,35000,300,3 out of 5,Super Area,Rajouri Garden,Delhi,Semi-Furnished,Bachelors/Family,1,Contact Owner,2526
6/16/2022,2,35000,900,Ground out of 4,Carpet Area,Lajpat Nagar 1,Delhi,Unfurnished,Bachelors/Family,2,Contact Agent,2527
7/7/2022,3,65000,240,1 out of 4,Carpet Area,Saket,Delhi,Unfurnished,Bachelors/Family,3,Contact Agent,2528
5/12/2022,2,15000,650,Ground out of 3,Carpet Area,"Fateh Nagar, Janakpuri",Delhi,Semi-Furnished,Bachelors/Family,2,Contact Owner,2529
6/18/2022,3,12000,950,3 out of 5,Carpet Area,"Kotla, Mayur Vihar",Delhi,Semi-Furnished,Bachelors,2,Contact Owner,2530
5/10/2022,1,8000,500,Ground out of 3,Super Area,Dwarka Sector 23,Delhi,Semi-Furnished,Bachelors/Family,1,Contact Owner,2531
5/28/2022,1,11000,500,2 out of 5,Super Area,Palam - Dabri Marg,Delhi,Semi-Furnished,Bachelors/Family,1,Contact Owner,2532
5/10/2022,2,12000,450,4 out of 4,Super Area,Mansa Ram Park,Delhi,Semi-Furnished,Bachelors/Family,2,Contact Owner,2533
6/16/2022,4,140000,2800,Ground out of 4,Carpet Area,New Friends Colony,Delhi,Semi-Furnished,Bachelors/Family,4,Contact Agent,2534
6/4/2022,2,24000,150,1 out of 2,Super Area,Paschim Vihar,Delhi,Semi-Furnished,Bachelors/Family,1,Contact Owner,2535
6/4/2022,1,20000,400,3 out of 4,Carpet Area,Lajpat Nagar 4,Delhi,Furnished,Bachelors/Family,1,Contact Agent,2536
5/10/2022,3,16000,100,3 out of 4,Super Area,"Jamia Nagar, Okhla",Delhi,Furnished,Bachelors/Family,2,Contact Owner,2537
6/4/2022,1,15000,400,3 out of 4,Carpet Area,Lajpat Nagar 4,Delhi,Semi-Furnished,Bachelors/Family,1,Contact Agent,2538
5/14/2022,2,28500,900,Ground out of 4,Carpet Area,Paschim Vihar,Delhi,Semi-Furnished,Bachelors/Family,2,Contact Agent,2539
5/5/2022,3,30000,1350,1 out of 7,Super Area,Vasundhara Enclave,Delhi,Semi-Furnished,Family,3,Contact Owner,2540
7/4/2022,1,16000,500,1 out of 4,Super Area,Laxmi Nagar,Delhi,Semi-Furnished,Bachelors/Family,1,Contact Owner,2541
7/6/2022,3,80000,1700,1 out of 4,Carpet Area,"Shivalik, Malviya Nagar",Delhi,Furnished,Bachelors,3,Contact Agent,2542
6/4/2022,1,11000,400,2 out of 4,Carpet Area,Lajpat Nagar 4,Delhi,Unfurnished,Bachelors/Family,1,Contact Agent,2543
6/29/2022,2,21000,110,2 out of 3,Super Area,"Jangpura Extension, Jangpura",Delhi,Semi-Furnished,Bachelors/Family,1,Contact Owner,2544
7/4/2022,3,10500,1200,1 out of 4,Super Area,Najafgarh,Delhi,Semi-Furnished,Bachelors/Family,2,Contact Owner,2545
4/29/2022,2,15000,50,2 out of 4,Carpet Area,Dwarka Sector 14,Delhi,Semi-Furnished,Bachelors/Family,2,Contact Owner,2546
7/6/2022,3,16000,100,2 out of 3,Super Area,Hari Nagar,Delhi,Semi-Furnished,Bachelors/Family,2,Contact Agent,2547
7/4/2022,2,45000,1000,2 out of 3,Super Area,"Kailash Colony, Greater Kailash",Delhi,Furnished,Bachelors/Family,2,Contact Owner,2548
5/3/2022,1,6000,63,4 out of 4,Super Area,Rohini Sector 2,Delhi,Furnished,Bachelors/Family,1,Contact Owner,2549
5/19/2022,3,40000,1800,Ground out of 3,Super Area,Vasant Kunj,Delhi,Semi-Furnished,Bachelors/Family,2,Contact Owner,2550
7/9/2022,2,36000,1440,2 out of 3,Carpet Area,Chittaranjan Park,Delhi,Semi-Furnished,Bachelors,2,Contact Agent,2551
5/27/2022,2,12000,55,Ground out of 4,Super Area,Uttam Nagar,Delhi,Unfurnished,Bachelors/Family,2,Contact Owner,2552
